"name_ovd","address","coordinate"
"п. Акбулак | ФКУ «ИК № 9 УФСИН России по Оренбургской области»","пос. Акбулак, Оренбургская область, Россия, 461550","50.999832,55.623976"
"ФКУ СИЗО-1 УФСИН России по Оренбургской области | Оренбургская область","Набережная ул., д.7, город Оренбург, Оренбургская область, Россия, 460000","51.755152,55.232981"
"ФКУ СИЗО-2 УФСИН России по Оренбургской области | Оренбургская область","ул м.Конева, д. 2в, город Орск, Оренбургская область, Россия, 462413","51.208009,58.657366"
"ФКУ СИЗО-3 УФСИН России по Оренбургской области | Оренбургская область","Калининградская ул., д.192, город Оренбург, Оренбургская область, Россия, 460028","51.820718,55.087463"
"п. Нарышкино | ФКУ «ИК № 5 УФСИН России по Орловской области»","ул. Заводская, д. 62, п. Нарышкино, Орловская область, Россия, 303900","52.965622,35.726891"
"с. Шахово | ФКУ «КП № 3 УФСИН России по Орловской области»","ул Победы, зд. 29, Кромской район, село Шахово, Орловская область, Россия, 303222","52.730527,35.882334"
"ФКУ СИЗО-1 УФСИН России по Орловской области | Орловская область","Красноармейская ул., д.10, город Орёл, Орловская область, Россия, 302040","52.978947,36.065196"
"Пенза | ФКУ «ИК № 1 УФСИН России по Пензенской области»","Автоматный переулок д. 1, г. Пенза, Пензенская область, 440061","53.213774, 45.013690"
"Пенза | ФКУ «ИК № 4 УФСИН России по Пензенской области»","Молодогвардейская ул., д.9, город Пенза, Пензенская область, Россия, 440042","53.218788,45.120342"
"Пенза | ФКУ «ИК № 8 УФСИН России по Пензенской области»","ул. Лесной поселок, д. 1, город Пенза, Пензенская область, Россия, 440042","53.193797,45.04331"
"ФКУ СИЗО-1 УФСИН России по Пензенской области | Пензенская область","ул Каракозова, д. 30, город Пенза, Пензенская область, Россия, 440039","53.214344,45.015182"
"Соликамск | ФКУ «ИК-1 ОИК № 2 ОУХД ГУФСИН России по Пермскому краю»","ул. Карналитовая, д. 98, г. Соликамск, Пермский край, Россия, 618545","59.671735,56.76059"
"Соликамск | ФКУ «ИК-2 ОИК № 2 ОУХД ГУФСИН России по Пермскому краю»«Белый лебедь»","ул. Карналитовая, д. 98, г. Соликамск, Пермский край, Россия, 618545","59.671735,56.76059"
"п. Широковский | ФКУ «ИК № 12 ОУХД ГУФСИН России по Пермскому краю»","п. Широковский, Губахинский район, Пермский край, Россия, 618266","58.842135,57.78284"
"Кунгур | ФКУ «ИК № 18 ГУФСИН России по Пермскому краю»","Юбилейная ул, зд. 20, Кунгурский р-н, г Кунгур, Пермский край, Россия, 617474","57.365337,57.008027"
"Березники | ФКУ «ИК № 28 ГУФСИН России по Пермскому краю»","пр-кт Ленина, д. 81, город Березники, Пермский край, Россия, 618400","59.430398,56.806467"
"Пермь | ФКУ «ИК № 29 ГУФСИН России по Пермскому краю»","Соликамская ул., д.246, город Пермь, Пермский край, Россия, 614056","58.071733,56.349827"
"Пермь | ФКУ «ИК № 32 ГУФСИН России по Пермскому краю»","ул. Докучаева, д.27, город Пермь, Пермский край, Россия, 614031","58.038343,56.134201"
"с. Гамово | ФКУ «Пермская ВК ГУФСИН России по Пермскому краю»","ул Свободы, зд. 1, Пермский район, село Гамово, Пермский край, Россия, 614512","58.024796,56.325188"
"ФКУ СИЗО-1 ГУФСИН России по Пермскому краю | Пермский край","ул. Клименко, д.24, город Пермь, Пермский край, Россия, 614015","58.013248,56.263635"
"ФКУ СИЗО-3 ГУФСИН России по Пермскому краю | Пермский край","ул Щорса, зд. 26, город Кизел, Пермский край, Россия, 618350","59.055231,57.674167"
"ФКУ СИЗО-4 ГУФСИН России по Пермскому краю | Пермский край","ул Давыдова, д. 2, город Кудымкар, Пермский край, Россия, 619000","59.006998,54.664387"
"ФКУ СИЗО-5 ГУФСИН России по Пермскому краю | Пермский край","Соликамская ул, д. 246а стр. 11, г Пермь, Пермский край, Россия, 614056","58.071616,56.348995"
"ФКУ СИЗО-6 ГУФСИН России по Пермскому краю | Пермский край","ул Свободы, зд. 9а, Пермский р-н, с Гамово, тер. Вк Гамово, Пермский край, Россия, 614512","57.868215,56.100245"
"п. Горное | ФКУ «ИК № 10 ГУФСИН по Приморскому краю»","ул Ленина, д. 25, Михайловский район, поселок Горное, Приморский край, Россия, 692669","43.986738,132.338445"
"п. Волчанец | ФКУ «ИК № 27 ГУФСИН по Приморскому краю»","Комсомольская ул, влд. 1б, Партизанский район, поселок Волчанец, Приморский край, Россия, 692968","42.913289,132.762426"
"Большой Камень | ФКУ «ИК № 29 ГУФСИН по Приморскому краю»","ул Дзержинского, д. 1, город Большой Камень, Приморский край, Россия, 692802","43.174391,132.363742"
"с. Чугуевка | ФКУ «ИК № 31 ГУФСИН по Приморскому краю»","ул. Дзержинского, д. 1а, Чугуевский район, село Чугуевка, Приморский край, Россия, 692623","44.167627,133.868543"
"пгт. Приморский | ФКУ «КП № 26 ГУФСИН по Приморскому краю»","Молодежная ул, зд. 1, Хасанский район, поселок городского типа Приморский, Приморский край, Россия, 692710","43.091646,131.587306"
"Владивосток | ФКУ «КП № 49 ГУФСИН по Приморскому краю»","Выселковая ул., д.50, город Владивосток, Приморский край, Россия, 690074","43.146102,131.953698"
"ФКУ СИЗО-1 УФСИН России по Приморскому краю | Приморский край","Партизанский проспект, д. 28Б, г. Владивосток, Приморский край, Россия, 690106","43.126025,131.898223"
"ФКУ СИЗО-2 ГУФСИН России по Приморскому краю | Приморский край","ул. Энгельса, д.63, город Уссурийск, Приморский край, Россия, 692525","43.817056,131.944907"
"ФКУ СИЗО-3 ГУФСИН России по Приморскому краю | Приморский край","ул. Механизаторов, д.46, город Уссурийск, Приморский край, Россия, 692519","43.804345,131.901228"
"ФКУ СИЗО-4 ГУФСИН России по Приморскому краю | Приморский край","Раздольная ул., д.4, Спасский район, ж/д ст Старый Ключ, Приморский край, Россия, 692239","44.560318,132.750622"
"д. Крюки | ФКУ «ИК № 2 УФСИН России по Псковской области»","Набережная ул, д. 3, Островский р-н, д Крюки 1, Псковская область, Россия, 181350","57.349056,28.320616"
"п. Сосновый Бор | ФКУ «ИК № 6 УФСИН России по Псковской области»","пгт Сосновый Бор, Себежский район, Псковская область, Россия, 182277","56.242097,28.314624"
"ФКУ СИЗО-1 УФСИН России по Псковской области | Псковская область","ул. Некрасова, д.39, город Псков, Псковская область, Россия, 180000","57.819481,28.346056"
"ФКУ СИЗО-2 УФСИН России по Псковской области | Псковская область","Горицкая ул., д.16, город Великие Луки, Псковская область, Россия, 182105","56.353225,30.497423"
"ФКУ СИЗО-1 УФСИН России по Республике Алтай | Республика Алтай","ул. Горная, д. 15, с. Кызыл-Озек, Майминский район, Республика Алтай, Россия, 649105","51.891421,85.996398"
"Шахты | ФКУ ИК №9 ГУФСИН по Ростовской области»","Открытая ул, зд. 10, город Шахты, Ростовская область, Россия, 346519","47.748834,40.202466"
"Ростов-на-Дону | ФКУ «ИК № 10 ГУФСИН по Ростовской области»","Казачий пер., д.22, город Ростов-на-Дону, Ростовская область, Россия, 344033","47.187877,39.637922"
"Каменск-Шахтинский | ФКУ «ИК №12 ГУФСИН по Ростовской области»","Морская ул, д. 94, город Каменск-Шахтинский, Ростовская область, Россия, 347810","48.292738,40.240741"
"Батайск | ФКУ «ИК № 15 ГУФСИН России по Ростовской области»","ул М.Горького, зд. 356, город Батайск, Ростовская область, Россия, 346880","47.141336,39.742654"
"Азов | ФКУ «ИК № 18 ГУФСИН по Ростовской области»","ул Дружбы, влд. 1а, город Азов, Ростовская область, Россия, 346782","47.074222,39.437772"
"п. Садковский | ФКУ «КП №8 ГУФСИН по Ростовской области»","Центральная ул, зд. 19, Веселовский район, поселок Садковский, Ростовская область, Россия, 347780","47.28693,40.98574"
"ФКУ СИЗО-1 УФСИН России по Ростовской области | Ростовская область","ул. Максима Горького, д. 219, г. Ростов-на-Дону, Россия, 344022","47.229718,39.727594"
"ФКУ СИЗО-2 ГУФСИН России по Ростовской области | Ростовская область","ул. Ленина, д.175, город Таганрог, Ростовская область, Россия, 347910","47.241183,38.904415"
"ФКУ СИЗО-3 ГУФСИН России по Ростовской области | Ростовская область","Украинская ул., д.1, город Новочеркасск, Ростовская область, Россия, 346408","47.396746,40.076025"
"ФКУ СИЗО-4 ФСИН России | Ростовская область","Большая Садовая ул, зд. 31, город Ростов-на-Дону, Ростовская область, Россия, 344082","47.219638,39.70532"
"ФКУ СИЗО-4 УФСИН России по Ростовской области | Ростовская область","п. Кирпичный, г. Шахты, Ростовская область, Россия, 346519","47.75855,40.194371"
"ФКУ СИЗО-5 ГУФСИН России по Ростовской области | Ростовская область","Тоннельная ул., д.4, город Ростов-на-Дону, Ростовская область, Россия, 344064","47.257156,39.686487"
"пгт. Центральный | ФКУ «ИК № 1 УФСИН России по Рязанской области»","пос. Центральный, Милославский район, Рязанская область, Россия, 391793","53.6768,39.626919"
"Рязань | ФКУ «ИК № 2 УФСИН России по Рязанской области»","1-я Красная ул., д. 20, город Рязань, Рязанская область, Россия, 390043","54.643821,39.681001"
"Скопин | ФКУ «ИК № 3 УФСИН России по Рязанской области»","Октябрьский мкр, город Скопин, Рязанская область, Россия, 391846","53.790078,39.479099"
"п. Комсомольский | ФКУ «КП № 4 УФСИН России по Рязанской области»","пос. Комсомольский, Скопинский район, Рязанская область, Россия, 391847","53.748424,39.44546"
"с. Клекотки | ФКУ «ИК № 5 УФСИН России по Рязанской области»","Скопинский район, село Клекотки, Рязанская область, Россия, 391825","53.882583,38.871609"
"Стенькино | ФКУ «ИК № 6 УФСИН России по Рязанской области»","Рязанский район, поселок Стенькино, Рязанская область, Россия, 390506","54.54067,39.727183"
"ФКУ СИЗО-1 УФСИН России по Рязанской области | Рязанская область","Первомайский пр-кт, д. 27 б, город Рязань, Рязанская область, Россия, 390013","54.627681,39.723717"
"Новокуйбышевск | ФКУ «ИК № 3 УФСИН России по Самарской области»","Вторая Промышленная ул., д.8, город Новокуйбышевск, Самарская область, Россия, 446200","53.072691,49.897418"
"п. Волжский | ФКУ «ИК № 10 УФСИН России по Самарской области»","ул. Заводская, д. 46, пгт Волжский, Красноярский район, Самарская область, Россия, 446394","53.44053,50.094838"
"Самара | ФКУ «ИК № 15 УФСИН России по Самарской области»","Утевская ул., д.18а, город Самара, Самарская область, Россия, 443047","53.13229,50.105148"
"с. Спиридоновка | ФКУ «ИК № 26 УФСИН России по Самарской области»","Советская ул., участок 1д;, Волжский район, село Спиридоновка, Самарская область, Россия, 443527","52.975219,50.290924"
"с. Рождествено | ФКУ «ИК № 28 УФСИН России по Самарской области»","Волжский район, село Рождествено, Самарская область, Россия, 443541","53.230688,50.0497"
"Тольятти | ФКУ «ИК № 29 УФСИН России по Самарской области»","Хрящевское ш., д.5, город Тольятти, Самарская область, Россия, 445004","53.573648,49.347158"
"Самара | ФКУ «ЛИУ № 4 УФСИН России по Самарской области»","Заводское ш., д.15 а, город Самара, Самарская область, Россия, 443022","53.185243,50.219339"
"ФКУ СИЗО-1 УФСИН России по Самарской области | Самарская область","Садовый пр-д, д. 22, город Самара, Самарская область, Россия, 443022","53.193736,50.265258"
"ФКУ СИЗО-2 УФСИН России по Самарской области | Самарская область","ул. Хлебцевича, д.1, город Сызрань, Самарская область, Россия, 446010","53.176492,48.476266"
"ФКУ СИЗО-4 УФСИН России по Самарской области | Самарская область","Хрящевское ш., влд 3, город Тольятти, Самарская область, Россия, 445043","53.567628,49.347661"
"Энгельс | ФКУ «ИК № 2 УФСИН России по Саратовской области»","Функциональный пр-д, д.14, город Энгельс, Саратовская область, Россия, 413116","51.457632,46.127787"
"Пугачев | ФКУ «ИК № 4 УФСИН России по Саратовской области»","тер. Карьер МВД, город Пугачев, Саратовская область, Россия, 413724","52.010277,48.810436"
"Вольск | ФКУ «ИК № 5 УФСИН России по Саратовской области»","город Вольск, поселок Видим-12, Саратовская область, Россия, 412900","52.049708,47.369227"
"станция Паницкая | ФКУ «ИК № 7 УФСИН России по Саратовской области»","ул. Мира, д. 32, ст. Паницкая, Красноармейский район, Саратовская область, Россия, 412813","51.182929,45.498929"
"Саратов | ФКУ «ИК № 10 УФСИН России по Саратовской области»","Сокурский тракт, зд. 57, город Саратов, Саратовская область, Россия, 410000","51.632586,45.937382"
"Энгельс | ФКУ «ИК № 13 УФСИН России по Саратовской области»","Функциональный пр-д, д. 8, город Энгельс, Саратовская область, Россия, 413116","51.462482,46.127963"
"Саратов | ФКУ «ИК № 33 УФСИН России по Саратовской области»","п. Елшанка, г. Саратов, Саратовская область, 410086","51.606332, 45.909121"
"с. Усть-Золиха | ФКУ «КП № 11 УФСИН России по Саратовской области»","Заречная ул, д. 4, Красноармейский р-н, с Усть-Золиха, Саратовская область, Россия, 412817","50.973321,45.54527"
"Балашов | ФКУ «ЛИУ № 3 УФСИН России по Саратовской области»","Саратовское ш., д.1, город Балашов, Саратовская область, Россия, 412304","51.544838,43.226456"
"ФКУ СИЗО-1 УФСИН России по Саратовской области | Саратовская область","ул им Кутякова И.С., д. 105, город Саратов, Саратовская область, Россия, 410012","51.540149,46.014602"
"Балашов | ФКУ «Тюрьма УФСИН России по Саратовской области»","ул. Уральская, д. 17, г. Балашов, Саратовская область, Россия, 412315","51.53949,43.136834"
"Якутск | ФКУ «ИК № 1 УФСИН по РСЯ»","ул. Очиченко, д. 25, г. Якутск, Республика Саха (Якутия), Россия, 677004","62.078019,129.766539"
"ФКУ СИЗО-1 УФСИН России по Республике Саха (Якутия) | Республика Саха (Якутия)","ул Якова Петерса (Марха Мкр.), д.1, город Якутск, Республика Саха (Якутия), Россия, 677901","62.115023,129.734383"
"Южно-Сахалинск | ФКУ «ИК № 1 УФСИН по Сахалинской области»","Пограничная ул, д. 71, город Южно-Сахалинск, Сахалинская область, Россия, 693008","46.943154,142.722091"
"ФКУ СИЗО-1 УФСИН России по Сахалинской области | Сахалинская область","пр-кт Мира, д. 193, город Южно-Сахалинск, Сахалинская область, Россия, 693007","46.948762,142.743278"
"Екатеринбург | ФКУ «ИК № 2 ГУФСИН России по Свердловской области»","ул. Малышева, д. 2б, город Екатеринбург, Свердловская область, Россия, 620014","56.831261,60.580066"
"Нижний Тагил | ФКУ «ИК № 5 ГУФСИН России по Свердловской области»","ул. Шевченко, д.6, город Нижний Тагил, Свердловская область, Россия, 622005","57.939668,60.028294"
"Нижний Тагил | ФКУ «ИК № 6 ГУФСИН России по Свердловской области»","ул. Западная д. 3 А, г. Нижний Тагил, Свердловская область, 622042","57.934674, 59.971708"
"Екатеринбург | ФКУ «ИК № 10 ГУФСИН России по Свердловской области»","Монтерская ул., д. 5, город Екатеринбург, Свердловская область, Россия, 620085","56.782429,60.619928"
"Нижний Тагил | ФКУ «ИК № 13 ГУФСИН России по Свердловской области»«Красная утка»","ул. Кулибина, д. 61, г. Нижний Тагил, Свердловская область, Россия, 622013","57.900588,60.015351"
"п. Привокзальный | ФКУ «ИК № 53 ГУФСИН России по Свердловской области»","ул Свободы, д. 22, Верхотурский район, поселок Привокзальный, Свердловская область, Россия, 624391","58.875833,60.729444"
"Новая Ляля | ФКУ «ИК № 54 ГУФСИН России по Свердловской области»","ул Бажова, д. 89, Новолялинский район, город Новая Ляля, Свердловская область, Россия, 624400","59.06509,60.57711"
"Первоуральск | ФКУ «КП № 66 ГУФСИН России по Свердловской области»","город Первоуральск, деревня Старые Решёты, Свердловская область, Россия, 623141","56.848568,60.245467"
"ФКУ СИЗО-1 ГУФСИН России по Свердловской области | Свердловская область","ул. Репина, д.4, город Екатеринбург, Свердловская область, Россия, 620019","56.830533,60.578069"
"ФКУ СИЗО-2 ГУФСИН России по Свердловской области | Свердловская область","ул. Кирова, д.29а, город Ирбит, Свердловская область, Россия, 623856","57.687978,63.054353"
"ФКУ СИЗО-4 ГУФСИН России по Свердловской области | Свердловская область","ул. Урицкого, д.16 б, город Камышлов, Свердловская область, Россия, 624860","56.848921,62.700522"
"ФКУ СИЗО-5 ГУФСИН России по Свердловской области | Свердловская область","Елизаветинское ш., д.19, город Екатеринбург, Свердловская область, Россия, 620024","56.764651,60.626166"
"ФКУ СИЗО-1 УФСИН России по Республике Северная Осетия – Алания | Республика Северная Осетия","проспект Коста, д. 205, г. Владикавказ, Республика Северная Осетия — Алания, Россия, 362020","43.033213,44.665431"
"ФКУ СИЗО-6 ФСИН России | Республика Северная Осетия","ул. Мордовцева, д. 6, город Владикавказ, Республика Северная Осетия — Алания, Россия, 362040","43.023783,44.684002"
"п. Вадино | ФКУ «ИК № 2 УФСИН России по Смоленской области»","Сафоновский район, поселок Вадино, Смоленская область, Россия, 215520","55.261459,33.249286"
"Сафоново | ФКУ ИК-3 УФСИН России по Смоленской области","ул Шахта-3, Сафоновский район, город Сафоново, Смоленская область, Россия, 215503","55.147811,33.220799"
"ФКУ СИЗО-1 УФСИН России по Смоленской области | Смоленская область","пр-кт Гагарина, д.16, город Смоленск, Смоленская область, Россия, 214018","54.770593,32.04634"
"Смоленская ПБСТИН","ул Карла Маркса, д. 71, Сычевский район, город Сычевка, Смоленская область, Россия, 215280","55.821053,34.263754"
"с. Кочубеевское | ФКУ «ИК № 1 УФСИН России по Ставропольскому краю»","П/С Западный ул, зд. 16, Кочубеевский р-н, с Кочубеевское, Ставропольский край, Россия, 357000","44.66072,41.854086"
"с. Кочубеевское | ФКУ «ИК № 2 УФСИН России по Ставропольскому краю»","Станционная ул, двлд. 11, Кочубеевский р-н, с Кочубеевское, Ставропольский край, Россия, 357000","44.674476,41.832414"
"с. Краснокумское | ФКУ «ИК № 3 УФСИН России по Ставропольскому краю»","Левобережная ул, д. 19, Георгиевский район, село Краснокумское, Ставропольский край, Россия, 357834","44.214948,43.506941"
"х. Дыдымкин | ФКУ «ИК № 6 УФСИН России по Ставропольскому краю»","ул. Тивилева, д.2, Курский район, хутор Дыдымкин, Ставропольский край, Россия, 357871","43.939974,44.840825"
"Зеленокумск | ФКУ «ИК № 7 УФСИН России по Ставропольскому краю»","Почтовая ул, зд. 78, Советский район, город Зеленокумск, Ставропольский край, Россия, 357910","44.412596,43.894106"
"Ставрополь | ФКУ «ИК № 11 УФСИН России по Ставропольскому краю»","город Ставрополь, Ставропольский край, Россия, 355000","45.034229,42.030059"
"ФКУ СИЗО-1 УФСИН России по Ставропольскому краю | Ставропольский край","пл Воровского, д. 6, город Ставрополь, Ставропольский край, Россия, 355002","45.031857,41.966332"
"ФКУ СИЗО-2 УФСИН России по Ставропольскому краю | Ставропольский край","Теплосерная ул, д. 123, город Пятигорск, Ставропольский край, Россия, 357502","44.038695,43.097104"
"Тамбов | ФКУ «ИК № 1 УФСИН России по Тамбовской области»","Мичуринская ул, д. 57, город Тамбов, Тамбовская область, Россия, 392000","52.738254,41.440745"
"п. Зеленый | ФКУ «ИК № 3 УФСИН России по Тамбовской области»","Центральная ул, д. 6, Рассказовский район, поселок Зелёный, Тамбовская область, Россия, 393265","52.713793,42.01369"
"Моршанск | ФКУ «ИК № 5 УФСИН России по Тамбовской области»","ул. Сурикова, д.39, город Моршанск, Тамбовская область, Россия, 393950","53.442202,41.846678"
"п. Садовый | ФКУ «КП № 2 УФСИН России по Тамбовской области»","Зеленая ул, д. 11, Кирсановский район, поселок Садовый, Тамбовская область, Россия, 393360","52.629684,42.722087"
"п. Полевой | ФКУ «ЛИУ № 7 УФСИН России по Тамбовской области»","Рабочая ул, д. 7, Кирсановский район, поселок Полевой, Тамбовская область, Россия, 393354","52.817743,42.486712"
"ФКУ СИЗО-1 УФСИН России по Тамбовской области | Тамбовская область","Мичуринская ул, д. 55, город Тамбов, Тамбовская область, Россия, 392000","52.737562,41.439439"
"ФКУ СИЗО-3 УФСИН России по Тамбовской области | Тамбовская область","Стаевская тер., стр. 6, с/п стаевский сельсовет, Мичуринский район, Тамбовская область, Россия, 393795","52.862135,40.427209"
"Казань | ФКУ «ИК № 2 УФСИН России по РТ»","ул. Производственная, д. 18, г. Казань, Республика Татарстан, Россия, 420021","55.767658,49.115406"
"Нижнекамск | ФКУ «ИК № 4 УФСИН России по РТ»","г. Нижнекамск-10, Республика Татарстан, Россия, 423550","55.613196,51.846997"
"пгт. Нижние Вязовые | ФКУ «ИК № 5 УФСИН России по РТ»","ул. Комсомольская, д. 1, пгт Нижние Вязовые, Зеленодольский район, Республика Татарстан, Россия, 422500","55.802964,48.520159"
"Альметьевск | ФКУ «ИК № 8 УФСИН России по РТ»","ул. Базовая, д. 26, г. Альметьевск, Республика Татарстан, Россия, 423450","54.870295,52.279341"
"Казань | ФКУ «ИК № 19 УФСИН России по РТ»","ул. Магистральная, д. 18, г. Казань, Республика Татарстан, Россия, 420108","55.787958,49.234384"
"с. Дигитли | ФКУ «КП № 17 УФСИН России по РТ»","ул. Заречная, д. 4А, с. Дигитли, Мамадышский район, Республика Татарстан, Россия, 422157","55.588923,51.038646"
"ФКУ СИЗО-1 УФСИН России по Республике Татарстан | Республика Татарстан","ул Япеева, д. 16, город Казань, Республика Татарстан, Россия, 420111","55.800569,49.116525"
"ФКУ СИЗО-2 УФСИН России по Республике Татарстан | Республика Татарстан","Большая ул., д.98, город Казань, Республика Татарстан, Россия, 420030","55.65855,49.286561"
"ФКУ СИЗО-3 УФСИН России по Республике Татарстан | Республика Татарстан","Казанская ул., д. 2в, Бугульминский район, город Бугульма, Республика Татарстан, Россия, 423243","54.550661,52.786648"
"ФКУ СИЗО-4 УФСИН России по Республике Татарстан | Республика Татарстан","Мирный пер., д.1, Мензелинский район, город Мензелинск, Республика Татарстан, Россия, 423700","55.728008,53.097515"
"ФКУ СИЗО-5 УФСИН России по Республике Татарстан | Республика Татарстан","ул. К.Либкнехта, д.1 в, Чистопольский район, город Чистополь, Республика Татарстан, Россия, 422980","55.364488,50.645125"
"Тверь | ФКУ «ИК № 1 УФСИН России по Тверской области»","п. Большие Перемерки, д.18, город Тверь, Тверская область, Россия, 170017","56.823829,35.974266"
"Торжок | ФКУ «ИК № 4 УФСИН России по Тверской области»","Старицкая ул., д. 79, город Торжок, Тверская область, Россия, 172011","57.017845,34.967191"
"Вышний Волочек | ФКУ «ИК № 5 УФСИН России по Тверской области»","Ржевский тракт, зд. 7, город Вышний Волочек, Тверская область, Россия, 171161","57.556028,34.544538"
"Бежецк | ФКУ «ИК № 6 УФСИН России по Тверской области»","Новая ул, д. 60а, Бежецкий район, город Бежецк, Тверская область, Россия, 171982","57.773823,36.655175"
"Ржев | ФКУ «ИК № 7 УФСИН России по Тверской области»","Крестьянский пер, д. 38, город Ржев, Тверская область, Россия, 172388","56.277918,34.312606"
"ФКУ СИЗО-1 УФСИН России по Тверской области | Тверская область","ул. Вагжанова, д.141, город Тверь, Тверская область, Россия, 170100","56.849477,35.944985"
"ФКУ СИЗО-2 УФСИН России по Тверской области | Тверская область","Красная ул., д.31, город Кашин, Тверская область, Россия, 171640","57.360633,37.608168"
"ФКУ СИЗО-3 УФСИН России по Тверской области | Тверская область","Зубцовское ш, д. 22, город Ржев, Тверская область, Россия, 172387","56.24586,34.336475"
"Торжок | ФКЛПУ «Областная больница УФСИН России по Тверской области»","Старицкая ул., д.96, город Торжок, Тверская область, Россия, 172011","57.019687,34.962206"
"Томск | ФКУ «ИК № 3 ФСИН»","ул. Гагарина, д. 1А, пгт Харп, Приуральский район, Ямало-Ненецкий автономный округ, Россия, 629420","66.815131,65.801312"
"Томск | ФКУ «ИК № 4 ФСИН»","пос. Рабочий, д. 25, Сосновский район, Тамбовская область, Россия, 393852","53.186858,41.57419"
"ФКУ СИЗО-1 УФСИН России по Томской области | Томская область","ул. Пушкина, д.48, город Томск, Томская область, Россия, 634003","56.501477,84.978439"
"Томск | ФКУ «Томская ВК № 2 ФСИН»","Кольцевой проезд, д. 20, г. Томск, Россия, 634027","56.531426,84.974395"
"Донской | ФКУ «ИК № 1 УФСИН России по Тульской области»","пр-д Димитрова, д. 1, мкр. Комсомольский, г. Донской, Тульская обл., 301781","53.910819, 38.265527"
"Тула | ФКУ «ИК № 2 УФСИН России по Тульской области»","ул. Мориса Тореза, д.11а, город Тула, Тульская область, Россия, 300012","54.176977,37.603076"
"Плавск | ФКУ «ИК № 4 УФСИН России по Тульской области»","Плавский район, город Плавск, поселок Белая гора, Тульская область, Россия, 301470","53.706331,37.291992"
"Донской | ФКУ «ИК № 5 УФСИН России по Тульской области»","Луговая ул., д.1-а, город Донской, микрорайон Шахтерский, Тульская область, Россия, 301782","53.92163,38.31745"
"Новомосковск | ФКУ «ИК № 6 УФСИН России по Тульской области»","Центральная ул., д.27, Новомосковский район, город Новомосковск, Тульская область, Россия, 301654","54.02913,38.248432"
"ФКУ СИЗО-1 УФСИН России по Тульской области | Тульская область","ул. Мориса Тореза, д.11 к.б, город Тула, Тульская область, Россия, 300012","54.177335,37.603578"
"Кызыл | ФКУ «ИК № 1 УФСИН России по Республике Тыва»","ул. Догээ-Баары, д.1, город Кызыл, Республика Тыва, Россия, 667002","51.728113,94.418067"
"Шагонар | ФКУ «ИК № 4 УФСИН России по Республике Тыва»","ул. Энергетиков, д.1, Улуг-Хемский район, город Шагонар, Республика Тыва, Россия, 668210","51.538837,92.912699"
"Тюмень | ФКУ «ИК № 2 УФСИН России по Тюменской области»","Вербная ул., д.13 к.2, город Тюмень, Тюменская область, Россия, 625014","57.12096,65.634866"
"Тюмень | ФКУ «ИК № 4 УФСИН России по Тюменской области»","Авторемонтная ул., д.29, город Тюмень, Тюменская область, Россия, 625017","57.156649,65.460089"
"ФКУ СИЗО-1 УФСИН России по Тюменской области | Тюменская область","Ялуторовская ул., д.42 к.2, город Тюмень, Тюменская область, Россия, 625000","57.147219,65.537999"
"ФКУ СИЗО-2 УФСИН России по Тюменской области | Тюменская область","ул Братьев Перевозкиных, зд. 29, город Заводоуковск, Тюменская область, Россия, 627145","56.492959,66.588571"
"ФКУ СИЗО-4 УФСИН России по Тюменской области | Тюменская область","Вокзальная ул, д. 3, Тюменский район, рабочий поселок Винзили, Тюменская область, Россия, 625530","56.975645,65.785205"
"с. Ягул | ФКУ «ИК № 1 УФСИН России по Удмуртской Республике»","Завьяловский район, село Ягул, Удмуртская Республика, Россия, 427018","56.945139,53.313506"
"Сарапул | ФКУ «ИК № 5 УФСИН России по Удмуртской Республике»","ул. Раскольникова, д.53а, город Сарапул, Удмуртская Республика, Россия, 427965","56.486718,53.814801"
"станция Люга | ФКУ «ИК № 6 УФСИН России по Удмуртской Республике»","ул. Заводская, д. 2А, ст. Люга, Можгинский район, Удмуртская Республика, Россия, 427750","56.431945,51.947782"
"д. Хохряки | ФКУ «ИК № 8 УФСИН России по Удмуртской Республике»","Завьяловский район, деревня Хохряки, Удмуртская Республика, Россия, 427011","56.915466,53.322411"
"с. Каркалай | ФКУ «КП № 3 УФСИН России по Удмуртской Республике»","Станционная ул., д.4, Увинский район, село Каркалай, Удмуртская Республика, Россия, 427230","56.985172,52.169323"
"ФКУ СИЗО-1 УФСИН России по Удмуртской Республике | Удмуртская республика","Базисная ул, д. 13, город Ижевск, Удмуртская Республика, Россия, 426034","56.855766,53.228285"
"ФКУ СИЗО-2 УФСИН России по Удмуртской Республике | Удмуртская республика","ул. Молодой Гвардии, д.24а, город Глазов, Удмуртская Республика, Россия, 427621","58.13699,52.664837"
"Новоульяновск | ФКУ «ИК № 2 УФСИН Ульяновской области»","Поселок Северный ул, зд. 1 стр. 1, г Новоульяновск, Ульяновская область, Россия, 433300","54.145036,48.390554"
"Димитровград | ФКУ «ИК № 3 УФСИН Ульяновской области»","ул. Осипенко, д. 22, г. Димитровград, Ульяновская обл., 433510","54.233938, 49.591783"
"Ульяновск | ФКУ «ИК № 9 УФСИН Ульяновской области»","Инженерный 11-й пр-д, д.36, город Ульяновск, Ульяновская область, Россия, 432072","54.319978,48.394566"
