"name_ovd","address","coordinate"
"Кемерово | ФКУ «ИК № 5 ГУФСИН России по Кемеровской области»","ул. Буденного, 48, Кемерово, Кемеровская обл., Россия, 650004","55.329258,86.101689"
"д. Мозжуха | ФКУ «ИК № 22 ГУФСИН России по Кемеровской области»","Трудовая ул., д. 13, деревня Мозжуха, Кемеровская область, 650516","55.429257,85.914018"
"Кемерово | ФКУ «ИК № 29 ГУФСИН России по Кемеровской области»","ул. Стройгородок, город Кемерово, Кемеровская область, 650068","55.412967,86.039456"
"Кемерово | ФКУ «ИК № 40 ГУФСИН России по Кемеровской области»","Волгоградская ул., к. 60а, г. Кемерово, Кемеровская область, Россия, 650036","55.322813,86.174633"
"Юрга | ФКУ «ИК № 41 ГУФСИН России по Кемеровской области»","Окрайная ул, д. 1, город Юрга, Кемеровская область, 652051","55.705185,84.839442"
"Белово | ФКУ «ИК № 44 ГУФСИН России по Кемеровской области»","Аэродромная ул., д. 2 к. б, город Белово, Кемеровская область, 652600","54.450477,86.315754"
"Юрга | ФКУ «ИК № 50 ГУФСИН России по Кемеровской области»","Шоссейная ул., д.2, город Юрга, Кемеровская область, 652055","55.73875,84.929209"
"ЛИУ-16 Кемеровской области","ул. Левашова, д. 42, к. а, г. Новокузнецк, Кемеровская область, Россия, 654101","53.728063,87.246023"
"Ленинск-Кузнецкий | ФКУ «ЛИУ № 42 ГУФСИН России по Кемеровской области»","тер Северная промзона, д. 15, город Ленинск-Кузнецкий, Кемеровская область, 652523","54.736477,86.192245"
"ФКУ СИЗО-1 УФСИН России по Кемеровской области | Кемеровская область","просп. Кузнецкий, 174, Кемерово, Кемеровская обл., Россия, 650051","55.326448,86.056579"
"ФКУ СИЗО-2 ГУФСИН России по Кемеровской области | Кемеровская область","ул. Полосухина, 3, Новокузнецк, Кемеровская обл., Россия, 654034","53.767003,87.186856"
"ФКУ СИЗО-3 ГУФСИН России по Кемеровской области | Кемеровская область","ул. Пальчикова, 16, Мариинск, Кемеровская обл., Россия, 652154","56.215681,87.728071"
"ФКУ СИЗО-4 ГУФСИН России по Кемеровской области | Кемеровская область","ул. Чекистов, 1, Пгт.Бачатский, Кемеровская обл., Россия, 652476","56.092839,86.070932"
"Кирово-Чепецк | ФКУ «ИК № 5 УФСИН России по Кировской области»","Овражная ул., 16, Кирово-Чепецк, Кировская обл., Россия, 613049","58.560717,50.022308"
"пгт. Восточный | ФКУ «ИК № 6 УФСИН России по Кировской области»","тер. Дорога Восточный-Филипповка, д. 2 стр. 1, Кировская область, 612711","58.788046,52.243336"
"п. Северный | ФКУ «ИК № 9 УФСИН России по Кировской области»","поселок Северный, Кировская область, 613825","59.878763,47.805132"
"Кирово-Чепецк | ФКУ «ИК № 11 УФСИН России по Кировской области»","дер. Утробино, г. Кирово-Чепецк, Кировская обл., Россия, 613035","58.532912,50.087519"
"Омутнинск | ФКУ «ИК № 17 УФСИН России по Кировской области»","ул. Трудовых Резервов, д.125, город Омутнинск, Кировская область, 612744","58.694588,52.220301"
"пгт. Лесной | ФКУ ИК № 27 УФСИН России по Кировской области","ул. Центральная, д. 5, пгт Лесной, Кировская обл., Россия, 612815","59.781641,52.127044"
"пгт. Лесной | ФКУ «ОИК № 5 УФСИН России по Кировской области»","пос. Сорда, Кировская обл., Россия, 612805","59.718441,52.264339"
"Кирово-Чепецк | ФКУ «КП № 21 УФСИН России по Кировской области»","пр-д Западный, г. Кирово-Чепецк, Кировская обл., Россия, 613040","58.533159,49.962722"
"пгт. Лесной | ФКУ «ОИК № 4 УФСИН России по Кировской области»","ул. Центральная д. 5, пос. Заречный, Кировская область, 612815","59.81079,52.05844"
"пгт. Лесной | ФКУ «ОИК № 5 УФСИН России по Кировской области»","ул. Ленина д. 14, пгт. Лесной, Кировская область, 612815","59.781372,52.12563"
"Кирово-Чепецк | ФКУ «ЛИУ № 12 УФСИН России по Кировской области»","город Кирово-Чепецк, Кировская область, 613040","58.550197,50.016481"
"ФКУ СИЗО-1 УФСИН России по Кировской области | Кировская область","ул. Мопра, 1, Киров, Кировская обл., Россия, 610004","58.610866,49.685061"
"ФКУ СИЗО-2 УФСИН России по Кировской области | Кировская область","ул. Нагорная, 22, Киров, Кировская обл., Россия, 610007","58.576532,49.676785"
"Ухта | ФКУ «ИК № 19 УФСИН России по Республике Коми»","Промышленная ул, д. 4, город Ухта, Республика Коми, 169306","63.673904,53.758624"
"Сыктывкар | ФКУ ИК № 25 УФСИН России по Республике Коми","мкр. Верхний Чов, д.44 , город Сыктывкар, Республика Коми, 167028","61.743012,50.707396"
"Микунь | ФКУ «ИК № 31 УФСИН России по Республике Коми»","ул. Восточная, д. 39, г. Микунь, Республика Коми, Россия, 169060","62.356506,50.076243"
"ФКУ СИЗО-1 УФСИН России по Республике Коми | Республика Коми","мкр. Верхний Чов, д. 99, г. Сыктывкар, Республика Коми, Россия, 167028","61.743012,50.707396"
"ФКУ СИЗО-2 УФСИН России по Республике Коми | Республика Коми","поселок Лыаёль д. 13, г. Сосногорск, Республика Коми, Россия, 169500","63.558241,53.906189"
"Ухта | ФКЛПУ «Б № 18 УФСИН России по Республике Коми»","ул. Транспортная, д. 29А, г. Ухта, Республика Коми, Россия, 169300","63.550537,53.666331"
"Кострома | ФКУ «ИК № 1 УФСИН России по Костромской области»","ул. Петра Щербины, д. 21, г. Кострома, Россия, 156023","57.756742,41.006224"
"пгт Поназырево | ФКУ «ИК № 2 УФСИН России по Костромской области»","ул. Новая, д. 6А, пос. Поназырево, Костромская область, Россия, 157580","58.3567,46.3155"
"п. Прибрежный | ФКУ «ИК № 3 УФСИН России по Костромской области»","ул. Мира, д. 1, пос. Прибрежный, Костромская область, Россия, 156511","57.8965,40.878088"
"п. Островское | ФКУ «ИК № 4 УФСИН России по Костромской области»","ул. Советская д. 111, пос. Островское, Костромская область, 157900","57.788971, 42.221771"
"п. Бычиха-12 | ФКУ «ИК № 7 УФСИН России по Костромской области»","Костромской район, поселок Бычиха-12, Костромская область, Россия, 156000","57.976406,41.146593"
"Кострома | ФКУ «ИК № 8 УФСИН России по Костромской области»","Васильевское п, город Кострома, Костромская область, Россия, 156009","57.723801,40.982723"
"ФКУ СИЗО-1 УФСИН России по Костромской области | Костромская область","Советская ул., д.88, город Кострома, Костромская область, Россия, 156005","57.754904,40.948436"
"п. Двубратский | п. Двубратский | ФКУ ИК-2 УФСИН России по Краснодарскому Краю","ул. Мостовая, д. 1, пос. Двубратский, Усть-Лабинский район, Краснодарский край, Россия, 352310","45.265628,39.785205"
"п. Двубратский | п. Двубратский | ФКУ ИК-3 УФСИН России по Краснодарскому Краю","ул. Степная, пос. Двубратский, Усть-Лабинский район, Краснодарский край, Россия, 352310","45.30843,39.906804"
"Апшеронск | п. Апшеронск | ФКУ ИК-5 УФСИН России по Краснодарскому Краю","ул. Советская, д. 175, г. Апшеронск, Краснодарский край, Россия, 352693","44.498298,39.73986"
"п. Двубратский | п. Двубратский | ФКУ ИК-6 УФСИН России по Краснодарскому Краю","ул. Степная, д. 1, пос. Двубратский, Усть-Лабинский район, Краснодарский край, Россия, 352310","45.367672,39.680802"
"Хадыженск | Хадыженск | ФКУ ИК-9 УФСИН России по Краснодарскому Краю","ул. Грибоедова, д. 42, г. Хадыженск, Апшеронский район, Краснодарский край, Россия, 352671","44.409509,39.527864"
"п. Ахтарский | п. Ахтарский | ФКУ ИК-11 УФСИН России по Краснодарскому краю","ул. Азовская, д. 4, пос. Ахтарский, Приморско-Ахтарский район, Краснодарский край, Россия, 353892","46.005935,38.355541"
"Краснодар | Краснодар | ФКУ ИК-14 УФСИН России по Краснодарскому Краю","ул. Калинина, д. 58, г. Краснодар, Краснодарский край, Россия, 350039","45.055332,38.862068"
"Новороссийск | ФКУ «КП № 10 УФСИН России по Краснодарскому Краю»","Сухумское шоссе, д. 78, г. Новороссийск, Краснодарский край, Россия, 353902","44.731223,37.812797"
"ФКУ СИЗО-1 УФСИН России по Краснодарскому краю | Краснодарский край","ул. Воронежская, д. 42, г. Краснодар, Краснодарский край, Россия, 350001","45.006449,39.015713"
"ФКУ СИЗО-2 ГУФСИН России по Краснодарскому краю | Краснодарский край","ул Пугачева, д. 32, город Армавир, Краснодарский край, Россия, 352909","44.992319,41.145012"
"ФКУ СИЗО-3 УФСИН России по Краснодарскому краю | Краснодарский край","ул. Пархоменко, д. 33, г. Новороссийск, Краснодарский край, Россия, 353905","44.708587,37.777659"
"ФКУ СИЗО-5 ФСИН России | Краснодарский край","Красноармейская ул., д.22, город Краснодар, Краснодарский край, Россия, 350063","45.0199,38.971392"
"Красноярск | ФКУ «ИК № 6 ГУФСИН России по Красноярскому краю»","ул. Парашютная, 3, г. Красноярск, Красноярский край, 660079","55.976524, 92.860387"
"с. Арейское | ФКУ «ИК № 7 ГУФСИН России по Красноярскому краю»","Солнечная ул, д. 1 стр. 1, Емельяновский район, село Арейское, Красноярский край, Россия, 663011","56.106557,92.15904"
"п. Громадск | ФКУ «ИК № 16 ГУФСИН России по Красноярскому краю»","Железнодорожная ул., д. 2 стр. а, Уярский район, поселок Громадск, Красноярский край, Россия, 663913","55.897499,94.407578"
"Красноярск | ФКУ «ИК № 17 ГУФСИН России по Красноярскому краю»","Кразовская ул, д. 12, город Красноярск, Красноярский край, Россия, 660111","56.107363,93.041517"
"Красноярск | ФКУ «ИК № 22 ГУФСИН России по Красноярскому краю»","Парашютная ул, зд. 13, город Красноярск, Красноярский край, Россия, 660121","55.975512,92.871154"
"Красноярск | ФКУ «ИК № 31 ГУФСИН России по Красноярскому краю»","Кразовская ул., д.10, город Красноярск, Красноярский край, Россия, 660111","56.109835,93.028546"
"Сосновоборск | ФКУ «ОИК № 40 ГУФСИН России по Красноярскому краю»","ул. Заводская, д. 5, а/я 214, г. Сосновоборск, Красноярский край, Россия, 662500","56.145918,93.366287"
"Красноярск | ФКЛПУ «КТБ № 1 ГУФСИН России по Красноярскому краю»","ул. Маерчака, д. 48, город Красноярск, Красноярский край, Россия, 660048","56.042659,92.841183"
"Канск | ФКУ «Канская ВК ГУФСИН России по Красноярскому краю»","ул. Красной Армии, д.1, город Канск, Красноярский край, Россия, 663600","56.214303,95.68854"
"ФКУ СИЗО-1 ГУФСИН России по Красноярскому краю | Красноярский край","ул. Республики, д. 72, город Красноярск, Красноярский край, Россия, 660075","56.016407,92.840616"
"ФКУ СИЗО-3 ГУФСИН России по Красноярскому краю | Красноярский край","ул. Слободчикова, д. 2, город Ачинск, Красноярский край, Россия, 662165","56.283935,90.501976"
"ФКУ СИЗО-4 ГУФСИН России по Красноярскому краю | Красноярский край","Октябрьская ул., д. 13а, город Норильск, Красноярский край, Россия, 663316","69.32159,88.204693"
"ФКУ СИЗО-5 ГУФСИН России по Красноярскому краю | Красноярский край","Кайтымская ул., д. 122, город Канск, Красноярский край, Россия, 663600","56.213548,95.689135"
"ФКУ СИЗО-6 ГУФСИН России по Красноярскому краю | Красноярский край","ул Производственная зона, к. 1, город Сосновоборск, Красноярский край, Россия, 662500","56.121614,93.34745"
"Минусинск | ФКУ «Тюрьма ГУФСИН России по Красноярскому краю»","ул. М.Горького, д.114, город Минусинск, Красноярский край, Россия, 662608","53.778845,91.721079"
"Енисейск | ФКУ «Т № 2 ГУФСИН России по Красноярскому краю»","ул Декабристов, д. 11, город Енисейск, Красноярский край, Россия, 663181","58.447671,92.154513"
"Симферополь | ФКУ «ИК № 1 УФСИН по Республике Крым и г. Севастополю»","Элеваторный пер, д. 4, г Симферополь, Республика Крым, Россия, 295051","44.940891,34.066771"
"Керчь | ФКУ «ИК № 2 УФСИН по Республике Крым и г. Севастополю»","Индустриальное ш., д. 17, город Керчь, Республика Крым, Россия, 298330","45.357314,36.468293"
"Керчь | ФКУ «КП № 1 УФСИН по Республике Крым и г. Севастополю»","ул. Кирова, д. 75, город Керчь, Республика Крым, Россия, 298318","45.357314,36.468293"
"ФКУ СИЗО-1 УФСИН России по Республике Крым и г. Севастополь | Оккупированная территория Республики Крым","бульвар Ленина, д. 4, г. Симферополь, Республика Крым, Россия, 295006","44.958562,34.08731"
"ФКУ СИЗО-2 УФСИН России по Республике Крым и г. Севастополю | Оккупированная территория Республики Крым","Элеваторный переулок, д. 4, г. Симферополь, Республика Крым, Россия, 295051 ","44.940891,34.066771"
"Курган | ФКУ «ИК № 1 УФСИН России по Курганской области»","2-я Часовая ул, д. 40, город Курган, Курганская область, Россия, 640008","55.436362,65.25334"
"с. Просвет | ФКУ «ИК № 2 УФСИН России по Курганской области»","Заводская ул., д.1, Кетовский район, село Просвет, Курганская область, Россия, 641330","55.472816,65.096348"
"с. Иковка | ФКУ «ИК № 6 УФСИН России по Курганской области»","Кетовский район, село Иковка, Курганская область, Россия, 641316","55.600821,64.943146"
"п. Юргамыш | ФКУ «ИК № 7 УФСИН России по Курганской области»","ул. Труда, д. 147, р.п. Юргамыш, Юргамышский район, Курганская область, Россия, 641200","55.379521,64.481571"
"Курган | ФКУ «КП № 5 УФСИН России по Курганской области»","2-я Часовая ул., д. 48а, город Курган, Курганская область, Россия, 640008","55.440159,65.25681"
"Курган | ФКУ «ЛИУ № 3 УФСИН России по Курганской области»","2-я Часовая ул, д. 48б, город Курган, Курганская область, Россия, 640008","55.440034,65.255212"
"ФКУ СИЗО-1 УФСИН России по Курганской области | Курганская область","2-я Часовая ул, д. 46, город Курган, Курганская область, Россия, 640008","55.439549,65.252517"
"Льгов | ФКУ «ИК № 3 УФСИН России по Курской области»","ул. Примакова, д. 23а;, город Льгов, Курская область, Россия, 307754","51.688209,35.266833"
"Курск | ФКУ «ИК № 9 УФСИН России по Курской области»","п Косиново, д. 2а, город Курск, Курская область, Россия, 305014","51.798044,36.164506"
"ФКУ СИЗО-1 УФСИН России по Курской области | Курская область","ул. Пирогова, д.1, город Курск, Курская область, Россия, 305016","51.723262,36.159737"
"Липецк | ФКУ «ИК № 2 УФСИН по Липецкой области»","ул. Ковалева, влд. 130б, город Липецк, Липецкая область, Россия, 398007","52.653584,39.630603"
"Липецк | ФКУ «ИК № 5 УФСИН по Липецкой области»","ул. Механизаторов, д.19а, город Липецк, Липецкая область, Россия, 398024","52.584033,39.568218"
"Липецк | ФКУ «ИК № 6 УФСИН по Липецкой области»","ул. Ковалева, влд. 130в, город Липецк, Липецкая область, Россия, 398007","52.653584,39.630603"
"ФКУ СИЗО-1 УФСИН России по Липецкой области | Липецкая область","ул. Ковалева, влд. 138, город Липецк, Липецкая область, Россия, 398007","52.653584,39.630603"
"Елец | ФКУ «Тюрьма № 2 УФСИН по Липецкой области»","Пролетарская ул, д. 1б, город Елец, Липецкая область, Россия, 399770","52.628113,38.481536"
"Магадан | ФКУ «ИК № 4 УФСИН России по Магаданской области»","Центральная ул., д. 3, город Магадан, поселок городского типа Уптар, Магаданская область, Россия, 685918","59.557203,150.824407"
"п. Сплавная | ФКУ «КП № 2 УФСИН России по Магаданской области»","Хасынский район, поселок Сплавная, Магаданская область, Россия, 685918","59.869227,150.579825"
"ФКУ СИЗО-1 УФСИН России по Магаданской области | Магаданская область","Гаражный пер., д.6-а, город Магадан, Магаданская область, Россия, 685000","59.55944,150.812754"
"Медведево | ФКУ «ИК № 3 УФСИН по Республике Марий Эл»","ул. Медведево, д.1, Медведевский район, поселок городского типа Медведево, Республика Марий Эл, Россия, 425200","56.631812,47.796781"
"п. Ясный | ФКУ «ИК № 5 УФСИН по Республике Марий Эл»","Ясная ул., д.3, Советский район, поселок Ясный, Республика Марий Эл, Россия, 425408","56.532648,48.460335"
"Йошкар-Ола | ФКУ «ИК № 6 УФСИН по Республике Марий Эл»","ул. Строителей, д.56 к.а, город Йошкар-Ола, Республика Марий Эл, Россия, 424007","56.630668,47.842208"
"ФКУ СИЗО-1 УФСИН России по Республике Марий Эл | Республика Марий Эл","Советская ул, д. 100, город Йошкар-Ола, Республика Марий Эл, Россия, 424000","56.632761,47.894903"
"п. Сосновка | ФКУ «ИК № 1 УФСИН России по РМ» «Мордовская зона»","ул. Почтовая, д. 8, пос. Сосновка, Зубово-Полянский район, Республика Мордовия, Россия, 431120","54.26903,42.882902"
"п. Явас | ФКУ «ИК № 2 УФСИН России по РМ»","ул. Чернореченская, д. 1, пос. Явас, Зубово-Полянский район, Республика Мордовия, Россия, 431160","54.418791,42.85698"
"п. Леплей | ФКУ «ИК № 5 УФСИН России по РМ»","пер. Песочный, д. 1, пос. Леплей, Зубово-Полянский район, Республика Мордовия, Россия, 431130","54.309742,42.856175"
"п. Торбеево | ФКУ «ИК № 6 УФСИН России по Республике Мордовия» (Торбеевский централ)","ул. Весенняя, д. 50, пос. Торбеево, Торбеевский район, Республика Мордовия, Россия, 431030","54.072067,43.246273"
"п. Сосновка | ФКУ «ИК № 7 УФСИН России по Республике Мордовия»","Центральная ул, д. 2, Зубово-Полянский р-н, п Сосновка, Республика Мордовия, Россия, 431120","54.302154,42.672669"
"п. Молочница | ФКУ «ИК № 12 УФСИН России по РМ»","431101, Россия, респ. Мордовия, Зубово-Полянский р-н, пос. Молочница, ул. Новая, д. 2","54.238073,42.878429"
"п. Парца | ФКУ «ИК № 13 УФСИН России по РМ»","ул. Центральная, д. 6А, пос. Парца, Зубово-Полянский район, Республика Мордовия, Россия, 431150","54.366969,42.858246"
"п. Парца | ФКУ ИК № 14 УФСИН России по Республике Мордовия","ул. Лесная, д. 7, пос. Парца, Зубово-Полянский район, Республика Мордовия, Россия, 431150","54.366969,42.858246"
"п. Озерный | ФКУ «ИК № 17 УФСИН России по РМ»","ул. Лесная, д. 3, пос. Озерный, Зубово-Полянский район, Республика Мордовия, Россия, 431161","54.408361,42.695517"
"Потьма | ФКУ «ИК № 18 УФСИН России по РМ»","ул. Красноармейская, д. 10, пос. Потьма, Зубово-Полянский район, Республика Мордовия, Россия, 431100","54.11633,42.905273"
"п. Леплей | ФКУ «ИК № 22 УФСИН России по Республике Мордовия»","Зубово-Полянский район, поселок Леплей, Республика Мордовия, Россия, 431130","54.309742,42.856175"
"п. Барашево | ФКУ «ЛИУ № 3 УФСИН России по РМ»","ул. Штабная, д. 1, пос. Барашево, Теньгушевский район, Республика Мордовия, Россия, 431200","54.535785,42.880434"
"ФКУ СИЗО-1 УФСИН России по Республике Мордовия | Республика Мордовия","Рабочая ул, д. 147, город Саранск, Республика Мордовия, Россия, 430003","54.195954,45.193715"
"ФКУ СИЗО-2 УФСИН России по Республике Мордовия | Республика Мордовия","пл. Дмитрова, д. 1, город Рузаевка, Республика Мордовия, Россия, 431448","54.056741,44.986337"
"п. Новое Гришино | ФКУ «ИК № 1 УФСИН по Московской области»","п. Новое Гришино, Дмитровский район, Московская область, Россия, 141862","56.197451,37.644188"
"п. имени Дзержинского | ФКУ «ИК № 5 УФСИН по Московской области»","пос. им. Дзержинского, д. 1, Можайский район, Московская область, Россия, 143202","55.507963,36.063243"
"Коломна | ФКУ «ИК № 6 УФСИН по Московской области»","проезд Колычевский, д. 6, г. Коломна, Московская область, Россия, 140405","55.061456,38.738928"
"Электросталь | ФКУ «КП № 3 УФСИН по Московской области»","ул. Горького, д. 40, г. Электросталь, Московская область, Россия, 144007","55.772211,38.458886"
"ФКУ СИЗО-1 УФСИН России по Московской области | Московская область","ул. Толстовская, д. 5, г. Ногинск, Московская область, Россия, 142400","55.854935,38.436525"
"ФКУ СИЗО-2 УФСИН России по Московской области | Московская область","ул. Горвал, д. 7, г. Волоколамск, Московская область, Россия, 143600","56.039505,35.957432"
"ФКУ СИЗО-3 УФСИН России по Московской области | Московская область","ул. Калужская, д. 50/7, г. Серпухов, Московская область, Россия, 142200","54.910823,37.415002"
"ФКУ СИЗО-4 УФСИН России по Московской области | Московская область","ул. Комсомольская, д. 7, г. Можайск, Московская область, Россия, 143202","55.506726,36.017288"
"ФКУ СИЗО-5 УФСИН России по Московской области | Московская область","ул. Советская, д. 2, г. Кашира, Московская область, Россия, 142900","54.795821,38.265831"
"ФКУ СИЗО-6 УФСИН России по Московской области | Московская область","ул. Гражданская, д. 112, г. Коломна, Московская область, Россия, 140400","55.102916,38.748523"
"ФКУ СИЗО-7 УФСИН России по Московской области | Московская область","ул. Октябрьская, д. 20, г. Егорьевск, Московская область, Россия, 140300","55.388841,39.062378"
"ФКУ СИЗО-8 УФСИН России по Московской области | Московская область","проспект Красной Армии, д. 58, г. Сергиев Посад, Московская область, Россия, 141300","56.29928,38.129737"
"ФКУ СИЗО-10 УФСИН России по Московской области | Московская область","п. им. Дзержинского, Можайский район, Московская область, Россия, 143202","55.507963,36.063243"
"ФКУ СИЗО-11 УФСИН России по Московской области | Московская область","ул. 1-я Ревсобраний, д. 17, г. Ногинск, Московская область, Россия, 142400","55.860114,38.458788"
"пгт. Мурмаши | ФКУ «ИК № 16 УФСИН России по Мурманской области»","Зеленая ул., д.14 к.а, Кольский район, поселок городского типа Мурмаши, Мурманская область, Россия, 184355","68.810945,32.78831"
"Мурманск | ФКУ «ИК № 17 УФСИН России по Мурманской области»","ул. Угольная база, д. 9, город Мурманск, Мурманская область, Россия, 183035","69.008239,33.087863"
"пгт. Мурмаши | ФКУ «ИК № 18 УФСИН России по Мурманской области»","Зеленая ул., д.10, Кольский район, поселок городского типа Мурмаши, Мурманская область, Россия, 184355","68.840741,33.09335"
"Оленегорск | ФКУ «КП № 24 УФСИН России по Мурманской области»","город Оленегорск, Мурманская область, Россия, 184530","68.140492,33.270571"
"ФКУ СИЗО-1 УФСИН России по Мурманской области | Мурманская область","ул. Радищева, д.32, город Мурманск, Мурманская область, Россия, 183027","68.954308,33.109868"
"ФКУ СИЗО-2 УФСИН России по Мурманской области | Мурманская область","Трудовая ул, влд. 24а, город Апатиты, Мурманская область, Россия, 184209","67.56334,33.365884"
"Нижний Новгород | ФКУ «ИК № 2 ГУФСИН по Нижегородской области»","Коломенская ул, д. 20, город Нижний Новгород, Нижегородская область, Россия, 603041","56.23906,43.841989"
"п. Буреполом | ФКУ «ИК № 4 ГУФСИН России по Нижегородской области»","ул. Гагарина, д. 1, пос. Буреполом, Тоншаевский район, Нижегородская область, Россия, 606935","57.954781,47.359458"
"Нижний Новгород | ФКУ «ИК № 5 ГУФСИН России по Нижегородской области»","Ракетная ул., д.2д, город Нижний Новгород, Нижегородская область, Россия, 603108","56.302786,43.884388"
"п. Мирный | ФКУ «ИК № 6 ГУФСИН России по Нижегородской области»","ул. Садовая, д. 13, пос. Мирный, Варнавинский район, Нижегородская область, Россия, 606781","57.392696,45.07056"
"Дзержинск | ФКУ «ИК № 9 ГУФСИН России по Нижегородской области»","Автозаводское ш, д. 95б, город Дзержинск, Нижегородская область, Россия, 606000","56.241722,43.514011"
"Бор | ФКУ «ИК № 11 ГУФСИН России по Нижегородской области»","2-й мкр., д.1, город Бор, Нижегородская область, Россия, 606448","56.340219,44.123267"
"Семенов | ФКУ «ИК № 14 ГУФСИН России по Нижегородской области»","2-я Лесная ул., д. 1а;, город Семенов, рабочий поселок Сухобезводное, Нижегородская область, Россия, 606640","57.050206,44.916781"
"п. Пруды | ФКУ «ИК № 15 ГУФСИН России по Нижегородской области»","ул. Центральная, д. 22, пос. Пруды, Краснобаковский район, Нижегородская область, Россия, 606707","57.199405,44.787481"
"с. Просек | ФКУ «ИК № 16 ГУФСИН России по Нижегородской области»","Заводская ул., д. 50, Лысковский район, село Просек, Нижегородская область, Россия, 606246","56.10798,45.17579"
"п. Пруды | ФКУ «ИК № 17 ГУФСИН России по Нижегородской области»","ул. Сосновая, д. 6, пос. Пруды, Краснобаковский район, Нижегородская область, Россия, 606707","57.199405,44.787481"
"Лукоянов | ФКУ «ИК № 20 ГУФСИН России по Нижегородской области»","Заводская ул, д. 6, Лукояновский район, город Лукоянов, Нижегородская область, Россия, 607800","55.037538,44.427271"
"ФКУ СИЗО-1 ГУФСИН России по Нижегородской области | Нижегородская область","пр-кт Гагарина, д.26а;, город Нижний Новгород, Нижегородская область, Россия, 603098","56.298728,43.98526"
"ФКУ СИЗО-2 УФСИН России по Нижегородской области (Дружный) | Нижегородская область","пос. Дружный, Кстовский район, Нижегородская область, Россия, 607683","56.162139,43.913133"
"ФКУ СИЗО-3 ГУФСИН России по Нижегородской области | Нижегородская область","Центральная ул., д.17, Вадский район, сельский поселок Анненковский Карьер, Нижегородская область, Россия, 606396","55.466544,44.376304"
"Валдай | ФКУ «ИК № 4 УФСИН России по Новгородской области»","пр-кт Васильева, д. 84, Валдайский район, город Валдай, Новгородская область, Россия, 175400","57.987546,33.218815"
"п. Парфино | ФКУ «ИК № 9 УФСИН России по Новгородской области»","ул. Народная, зд. 9, р.п. Парфино, Парфинский муниципальный район, Новгородская область, Россия, 175130","57.967979,31.651525"
"п. Топорок | ФКУ «КП № 6 УФСИН России по Новгородской области»","ул Дзержинского, зд. 6б, Окуловский район, поселок Топорок, Новгородская область, Россия, 174345","58.553439,33.47658"
"ФКУ СИЗО-1 УФСИН России по Новгородской области | Новгородская область","Большая Санкт-Петербургская ул, д. 25а, город Великий Новгород, Новгородская область, Россия, 173003","58.532872,31.265201"
"Новосибирск | ФКУ «ИК № 3 ГУФСИН России по Новосибирской области»","ул. Звездная, д. 34, г. Новосибирск, Новосибирская область, 630097","54.948468, 83.070439"
"Новосибирск | ФКУ «ИК № 9 ГУФСИН России по Новосибирской области»","Гусинобродское ш., д.114, город Новосибирск, Новосибирская область, Россия, 630039","55.036585,83.001507"
"Тогучин | ФКУ «ИК № 14 ГУФСИН России по Новосибирской области»","ул. Блюхера, д.2а, Тогучинский район, город Тогучин, Новосибирская область, Россия, 633454","55.23514,84.368184"
"Новосибирск | ФКУ «ИК № 18 ГУФСИН России по Новосибирской области»","ул. Ключ-Камышенское плато, д.6/3, город Новосибирск, Новосибирская область, Россия, 630114","54.984378,83.036913"
"ФКУ СИЗО-1 ГУФСИН России по Новосибирской области | Новосибирская область","ул. Караваева, д.1, город Новосибирск, Новосибирская область, Россия, 630010","55.050447,83.007013"
"Новосибирская областная психиатрическая больница","Тульская ул., д.83, город Новосибирск, Новосибирская область, Россия, 630087","54.977672,82.918103"
"Омск | ФКУ «ИК № 6 УФСИН России по Омской области»","ул. 10 лет Октября д. 176, г. Омск, Омская область, 644009","54.986129, 73.439269"
"Омск | ФКУ «ИК № 7 УФСИН России по Омской области»","Доковский пр-д, д. 6, город Омск, Омская область, Россия, 644029","54.910451,73.456792"
"Омск | ФКУ «ИК № 8 УФСИН России по Омской области»","Доковская ул., д. 3, город Омск, Омская область, Россия, 644089","55.04809,73.230077"
"Омск | ФКУ «ИК № 9 УФСИН России по Омской области»","ул. 27-я линия, д.47 к.а, город Омск, Омская область, Россия, 644027","54.991354,73.36452"
"ФКУ СИЗО-1 УФСИН России по Омской области | Омская область","ул. Орджоникидзе, д.86, город Омск, Омская область, Россия, 644007","55.002554,73.365542"
"ФКЛПУ ОБ-11 УФСИН России по Омской области","Телевизионная ул., д. 17 к. 4, город Омск, Омская область, Россия, 644089","55.037432,73.252534"
"Оренбург | ФКУ «ИК № 1 УФСИН России по Оренбургской области»","Крымский пер., д. 119, город Оренбург, Оренбургская область, Россия, 460026","51.792777,55.1423"
"Новотроицк | ФКУ «ИК № 3 УФСИН России по Оренбургской области»","Зеленая ул, д. 10, город Новотроицк, Оренбургская область, Россия, 462360","51.198834,58.288586"
"Новотроицк | ФКУ «ИК № 5 УФСИН России по Оренбургской области»","Заводская ул., дом 26, город Новотроицк, Оренбургская область, Россия, 462353","51.21736,58.390839"
"Соль-Илецк | ФКУ «ИК № 6 УФСИН России по Оренбургской области» «Чёрный дельфин»","ул. Советская, д. 6, г. Соль-Илецк, Оренбургская область, Россия, 461530","51.155198,54.994423"
"Оренбург | ФКУ «ИК № 8 УФСИН России по Оренбургской области»","Донгузская ул., д.142, город Оренбург, Оренбургская область, Россия, 460027","51.703138,55.081657"
