"name_ovd","address","coordinate_google","coordinate_yandex"
"п. Буреполом | ФКУ «ИК № 4 ГУФСИН России по Нижегородской области»","ул. Гагарина, д. 1, пос. Буреполом, Тоншаевский район, Нижегородская область, Россия, 606935","57.954781,47.359458","57.955658,47.367401"
"Нижний Новгород | ФКУ «ИК № 5 ГУФСИН России по Нижегородской области»","Ракетная ул., д.2д, город Нижний Новгород, Нижегородская область, Россия, 603108","56.302786,43.884388","56.304455,43.881381"
"п. Мирный | ФКУ «ИК № 6 ГУФСИН России по Нижегородской области»","ул. Садовая, д. 13, пос. Мирный, Варнавинский район, Нижегородская область, Россия, 606781","57.392696,45.07056","57.392291,45.06961"
"Дзержинск | ФКУ «ИК № 9 ГУФСИН России по Нижегородской области»","Автозаводское ш, д. 95б, город Дзержинск, Нижегородская область, Россия, 606000","56.241722,43.514011","56.265327,43.605895"
"Бор | ФКУ «ИК № 11 ГУФСИН России по Нижегородской области»","2-й мкр., д.1, город Бор, Нижегородская область, Россия, 606448","56.340219,44.123267","56.339352,44.131993"
"Семенов | ФКУ «ИК № 14 ГУФСИН России по Нижегородской области»","2-я Лесная ул., д. 1а;, город Семенов, рабочий поселок Сухобезводное, Нижегородская область, Россия, 606640","57.050206,44.916781","57.056618,44.919555"
"п. Пруды | ФКУ «ИК № 15 ГУФСИН России по Нижегородской области»","ул. Центральная, д. 22, пос. Пруды, Краснобаковский район, Нижегородская область, Россия, 606707","57.199405,44.787481","57.195078,44.781655"
"с. Просек | ФКУ «ИК № 16 ГУФСИН России по Нижегородской области»","Заводская ул., д. 50, Лысковский район, село Просек, Нижегородская область, Россия, 606246","56.10798,45.17579","56.103055,45.16873"
"п. Пруды | ФКУ «ИК № 17 ГУФСИН России по Нижегородской области»","ул. Сосновая, д. 6, пос. Пруды, Краснобаковский район, Нижегородская область, Россия, 606707","57.199405,44.787481","57.200896,44.785455"
"Лукоянов | ФКУ «ИК № 20 ГУФСИН России по Нижегородской области»","Заводская ул, д. 6, Лукояновский район, город Лукоянов, Нижегородская область, Россия, 607800","55.037538,44.427271","55.03686,44.431914"
"ФКУ СИЗО-1 ГУФСИН России по Нижегородской области | Нижегородская область","пр-кт Гагарина, д.26а;, город Нижний Новгород, Нижегородская область, Россия, 603098","56.298728,43.98526","56.298447,43.985693"
"ФКУ СИЗО-2 УФСИН России по Нижегородской области (Дружный) | Нижегородская область","пос. Дружный, Кстовский район, Нижегородская область, Россия, 607683","56.162139,43.913133","56.161574,43.91956"
"ФКУ СИЗО-3 ГУФСИН России по Нижегородской области | Нижегородская область","Центральная ул., д.17, Вадский район, сельский поселок Анненковский Карьер, Нижегородская область, Россия, 606396","55.466544,44.376304","55.463243,44.374341"
"Валдай | ФКУ «ИК № 4 УФСИН России по Новгородской области»","пр-кт Васильева, д. 84, Валдайский район, город Валдай, Новгородская область, Россия, 175400","57.987546,33.218815","57.98759,33.218855"
"п. Парфино | ФКУ «ИК № 9 УФСИН России по Новгородской области»","ул. Народная, зд. 9, р.п. Парфино, Парфинский муниципальный район, Новгородская область, Россия, 175130","57.967979,31.651525","57.982179,31.677876"
"п. Топорок | ФКУ «КП № 6 УФСИН России по Новгородской области»","ул Дзержинского, зд. 6б, Окуловский район, поселок Топорок, Новгородская область, Россия, 174345","58.553439,33.47658","58.545134,33.485915"
"ФКУ СИЗО-1 УФСИН России по Новгородской области | Новгородская область","Большая Санкт-Петербургская ул, д. 25а, город Великий Новгород, Новгородская область, Россия, 173003","58.532872,31.265201","58.532827,31.265369"
"Новосибирск | ФКУ «ИК № 3 ГУФСИН России по Новосибирской области»","ул. Звездная, д. 34, г. Новосибирск, Новосибирская область, 630097","54.948468, 83.070439","54.948468,83.070439"
"Новосибирск | ФКУ «ИК № 9 ГУФСИН России по Новосибирской области»","Гусинобродское ш., д.114, город Новосибирск, Новосибирская область, Россия, 630039","55.036585,83.001507","55.05088,83.079997"
"Тогучин | ФКУ «ИК № 14 ГУФСИН России по Новосибирской области»","ул. Блюхера, д.2а, Тогучинский район, город Тогучин, Новосибирская область, Россия, 633454","55.23514,84.368184","55.233182,84.369556"
"Новосибирск | ФКУ «ИК № 18 ГУФСИН России по Новосибирской области»","ул. Ключ-Камышенское плато, д.6/3, город Новосибирск, Новосибирская область, Россия, 630114","54.984378,83.036913","54.98338,83.037642"
"ФКУ СИЗО-1 ГУФСИН России по Новосибирской области | Новосибирская область","ул. Караваева, д.1, город Новосибирск, Новосибирская область, Россия, 630010","55.050447,83.007013","55.052257,83.004862"
"Новосибирская областная психиатрическая больница","Тульская ул., д.83, город Новосибирск, Новосибирская область, Россия, 630087","54.977672,82.918103","54.977671,82.918094"
"Омск | ФКУ «ИК № 6 УФСИН России по Омской области»","ул. 10 лет Октября д. 176, г. Омск, Омская область, 644009","54.986129, 73.439269","54.986129,73.439269"
"Омск | ФКУ «ИК № 7 УФСИН России по Омской области»","Доковский пр-д, д. 6, город Омск, Омская область, Россия, 644029","54.910451,73.456792","55.051994,73.242672"
"Омск | ФКУ «ИК № 8 УФСИН России по Омской области»","Доковская ул., д. 3, город Омск, Омская область, Россия, 644089","55.04809,73.230077","55.0481,73.230069"
"Омск | ФКУ «ИК № 9 УФСИН России по Омской области»","ул. 27-я линия, д.47 к.а, город Омск, Омская область, Россия, 644027","54.991354,73.36452","54.977274,73.437104"
"ФКУ СИЗО-1 УФСИН России по Омской области | Омская область","ул. Орджоникидзе, д.86, город Омск, Омская область, Россия, 644007","55.002554,73.365542","55.002521,73.365499"
"ФКЛПУ ОБ-11 УФСИН России по Омской области","Телевизионная ул., д. 17 к. 4, город Омск, Омская область, Россия, 644089","55.037432,73.252534","55.036721,73.253371"
"Оренбург | ФКУ «ИК № 1 УФСИН России по Оренбургской области»","Крымский пер., д. 119, город Оренбург, Оренбургская область, Россия, 460026","51.792777,55.1423","51.791864,55.14029"
"Новотроицк | ФКУ «ИК № 3 УФСИН России по Оренбургской области»","Зеленая ул, д. 10, город Новотроицк, Оренбургская область, Россия, 462360","51.198834,58.288586","51.19806,58.285346"
"Новотроицк | ФКУ «ИК № 5 УФСИН России по Оренбургской области»","Заводская ул., дом 26, город Новотроицк, Оренбургская область, Россия, 462353","51.21736,58.390839","51.212252,58.387206"
"Соль-Илецк | ФКУ «ИК № 6 УФСИН России по Оренбургской области» «Чёрный дельфин»","ул. Советская, д. 6, г. Соль-Илецк, Оренбургская область, Россия, 461530","51.155198,54.994423","51.15519,54.994413"
"Оренбург | ФКУ «ИК № 8 УФСИН России по Оренбургской области»","Донгузская ул., д.142, город Оренбург, Оренбургская область, Россия, 460027","51.703138,55.081657","51.691888,55.097674"
"п. Акбулак | ФКУ «ИК № 9 УФСИН России по Оренбургской области»","пос. Акбулак, Оренбургская область, Россия, 461550","50.999832,55.623976","51.004293,55.619263"
"ФКУ СИЗО-1 УФСИН России по Оренбургской области | Оренбургская область","Набережная ул., д.7, город Оренбург, Оренбургская область, Россия, 460000","51.755152,55.232981","51.754681,55.094844"
"ФКУ СИЗО-2 УФСИН России по Оренбургской области | Оренбургская область","ул м.Конева, д. 2в, город Орск, Оренбургская область, Россия, 462413","51.208009,58.657366","51.20227,58.65865"
"ФКУ СИЗО-3 УФСИН России по Оренбургской области | Оренбургская область","Калининградская ул., д.192, город Оренбург, Оренбургская область, Россия, 460028","51.820718,55.087463","51.820593,55.086777"
"п. Нарышкино | ФКУ «ИК № 5 УФСИН России по Орловской области»","ул. Заводская, д. 62, п. Нарышкино, Орловская область, Россия, 303900","52.965622,35.726891","52.974047,35.726744"
"с. Шахово | ФКУ «КП № 3 УФСИН России по Орловской области»","ул Победы, зд. 29, Кромской район, село Шахово, Орловская область, Россия, 303222","52.730527,35.882334","52.759803,35.903183"
"ФКУ СИЗО-1 УФСИН России по Орловской области | Орловская область","Красноармейская ул., д.10, город Орёл, Орловская область, Россия, 302040","52.978947,36.065196","52.979123,36.065364"
"Пенза | ФКУ «ИК № 1 УФСИН России по Пензенской области»","Автоматный переулок д. 1, г. Пенза, Пензенская область, 440061","53.213774, 45.013690","53.213774,45.01369"
"Пенза | ФКУ «ИК № 4 УФСИН России по Пензенской области»","Молодогвардейская ул., д.9, город Пенза, Пензенская область, Россия, 440042","53.218788,45.120342","53.218778,45.120382"
"Пенза | ФКУ «ИК № 8 УФСИН России по Пензенской области»","ул. Лесной поселок, д. 1, город Пенза, Пензенская область, Россия, 440042","53.193797,45.04331","53.193774,45.042705"
"ФКУ СИЗО-1 УФСИН России по Пензенской области | Пензенская область","ул Каракозова, д. 30, город Пенза, Пензенская область, Россия, 440039","53.214344,45.015182","53.21434,45.015226"
"Соликамск | ФКУ «ИК-1 ОИК № 2 ОУХД ГУФСИН России по Пермскому краю»","ул. Карналитовая, д. 98, г. Соликамск, Пермский край, Россия, 618545","59.671735,56.76059","59.649193,56.770391"
"Соликамск | ФКУ «ИК-2 ОИК № 2 ОУХД ГУФСИН России по Пермскому краю»«Белый лебедь»","ул. Карналитовая, д. 98, г. Соликамск, Пермский край, Россия, 618545","59.671735,56.76059","59.649193,56.770391"
"п. Широковский | ФКУ «ИК № 12 ОУХД ГУФСИН России по Пермскому краю»","п. Широковский, Губахинский район, Пермский край, Россия, 618266","58.842135,57.78284","58.841041,57.782855"
"Кунгур | ФКУ «ИК № 18 ГУФСИН России по Пермскому краю»","Юбилейная ул, зд. 20, Кунгурский р-н, г Кунгур, Пермский край, Россия, 617474","57.365337,57.008027","57.366162,56.995437"
"Березники | ФКУ «ИК № 28 ГУФСИН России по Пермскому краю»","пр-кт Ленина, д. 81, город Березники, Пермский край, Россия, 618400","59.430398,56.806467","59.440266,56.810231"
"Пермь | ФКУ «ИК № 29 ГУФСИН России по Пермскому краю»","Соликамская ул., д.246, город Пермь, Пермский край, Россия, 614056","58.071733,56.349827","58.07169,56.350958"
"Пермь | ФКУ «ИК № 32 ГУФСИН России по Пермскому краю»","ул. Докучаева, д.27, город Пермь, Пермский край, Россия, 614031","58.038343,56.134201","58.044429,56.139423"
"с. Гамово | ФКУ «Пермская ВК ГУФСИН России по Пермскому краю»","ул Свободы, зд. 1, Пермский район, село Гамово, Пермский край, Россия, 614512","58.024796,56.325188","57.87485,56.087501"
"ФКУ СИЗО-1 ГУФСИН России по Пермскому краю | Пермский край","ул. Клименко, д.24, город Пермь, Пермский край, Россия, 614015","58.013248,56.263635","58.014145,56.263004"
"ФКУ СИЗО-3 ГУФСИН России по Пермскому краю | Пермский край","ул Щорса, зд. 26, город Кизел, Пермский край, Россия, 618350","59.055231,57.674167","59.0544,57.682387"
"ФКУ СИЗО-4 ГУФСИН России по Пермскому краю | Пермский край","ул Давыдова, д. 2, город Кудымкар, Пермский край, Россия, 619000","59.006998,54.664387","59.024132,54.651553"
"ФКУ СИЗО-5 ГУФСИН России по Пермскому краю | Пермский край","Соликамская ул, д. 246а стр. 11, г Пермь, Пермский край, Россия, 614056","58.071616,56.348995","58.070204,56.355702"
"ФКУ СИЗО-6 ГУФСИН России по Пермскому краю | Пермский край","ул Свободы, зд. 9а, Пермский р-н, с Гамово, тер. Вк Гамово, Пермский край, Россия, 614512","57.868215,56.100245","57.875429,56.080431"
"п. Горное | ФКУ «ИК № 10 ГУФСИН по Приморскому краю»","ул Ленина, д. 25, Михайловский район, поселок Горное, Приморский край, Россия, 692669","43.986738,132.338445","43.988198,132.33767"
"п. Волчанец | ФКУ «ИК № 27 ГУФСИН по Приморскому краю»","Комсомольская ул, влд. 1б, Партизанский район, поселок Волчанец, Приморский край, Россия, 692968","42.913289,132.762426","42.916186,132.770963"
"Большой Камень | ФКУ «ИК № 29 ГУФСИН по Приморскому краю»","ул Дзержинского, д. 1, город Большой Камень, Приморский край, Россия, 692802","43.174391,132.363742","43.115424,132.376064"
"с. Чугуевка | ФКУ «ИК № 31 ГУФСИН по Приморскому краю»","ул. Дзержинского, д. 1а, Чугуевский район, село Чугуевка, Приморский край, Россия, 692623","44.167627,133.868543","44.207882,133.841324"
"пгт. Приморский | ФКУ «КП № 26 ГУФСИН по Приморскому краю»","Молодежная ул, зд. 1, Хасанский район, поселок городского типа Приморский, Приморский край, Россия, 692710","43.091646,131.587306","43.091438,131.591933"
"Владивосток | ФКУ «КП № 49 ГУФСИН по Приморскому краю»","Выселковая ул., д.50, город Владивосток, Приморский край, Россия, 690074","43.146102,131.953698","43.147406,131.951376"
"ФКУ СИЗО-1 УФСИН России по Приморскому краю | Приморский край","Партизанский проспект, д. 28Б, г. Владивосток, Приморский край, Россия, 690106","43.126025,131.898223","43.126361,131.898816"
"ФКУ СИЗО-2 ГУФСИН России по Приморскому краю | Приморский край","ул. Энгельса, д.63, город Уссурийск, Приморский край, Россия, 692525","43.817056,131.944907","43.817369,131.945537"
"ФКУ СИЗО-3 ГУФСИН России по Приморскому краю | Приморский край","ул. Механизаторов, д.46, город Уссурийск, Приморский край, Россия, 692519","43.804345,131.901228","43.812399,131.905661"
"ФКУ СИЗО-4 ГУФСИН России по Приморскому краю | Приморский край","Раздольная ул., д.4, Спасский район, ж/д ст Старый Ключ, Приморский край, Россия, 692239","44.560318,132.750622","44.552887,132.751497"
"д. Крюки | ФКУ «ИК № 2 УФСИН России по Псковской области»","Набережная ул, д. 3, Островский р-н, д Крюки 1, Псковская область, Россия, 181350","57.349056,28.320616","57.283992,28.560587"
"п. Сосновый Бор | ФКУ «ИК № 6 УФСИН России по Псковской области»","пгт Сосновый Бор, Себежский район, Псковская область, Россия, 182277","56.242097,28.314624","56.253742,28.329504"
"ФКУ СИЗО-1 УФСИН России по Псковской области | Псковская область","ул. Некрасова, д.39, город Псков, Псковская область, Россия, 180000","57.819481,28.346056","57.819394,28.345494"
"ФКУ СИЗО-2 УФСИН России по Псковской области | Псковская область","Горицкая ул., д.16, город Великие Луки, Псковская область, Россия, 182105","56.353225,30.497423","56.353136,30.497094"
"ФКУ СИЗО-1 УФСИН России по Республике Алтай | Республика Алтай","ул. Горная, д. 15, с. Кызыл-Озек, Майминский район, Республика Алтай, Россия, 649105","51.891421,85.996398","51.897774,85.996908"
"Шахты | ФКУ ИК №9 ГУФСИН по Ростовской области»","Открытая ул, зд. 10, город Шахты, Ростовская область, Россия, 346519","47.748834,40.202466","47.747548,40.200561"
"Ростов-на-Дону | ФКУ «ИК № 10 ГУФСИН по Ростовской области»","Казачий пер., д.22, город Ростов-на-Дону, Ростовская область, Россия, 344033","47.187877,39.637922","47.187281,39.638872"
"Каменск-Шахтинский | ФКУ «ИК №12 ГУФСИН по Ростовской области»","Морская ул, д. 94, город Каменск-Шахтинский, Ростовская область, Россия, 347810","48.292738,40.240741","48.268766,40.214853"
"Батайск | ФКУ «ИК № 15 ГУФСИН России по Ростовской области»","ул М.Горького, зд. 356, город Батайск, Ростовская область, Россия, 346880","47.141336,39.742654","47.139566,39.719909"
"Азов | ФКУ «ИК № 18 ГУФСИН по Ростовской области»","ул Дружбы, влд. 1а, город Азов, Ростовская область, Россия, 346782","47.074222,39.437772","47.088727,39.434882"
"п. Садковский | ФКУ «КП №8 ГУФСИН по Ростовской области»","Центральная ул, зд. 19, Веселовский район, поселок Садковский, Ростовская область, Россия, 347780","47.28693,40.98574","47.287802,40.986174"
"ФКУ СИЗО-1 УФСИН России по Ростовской области | Ростовская область","ул. Максима Горького, д. 219, г. Ростов-на-Дону, Россия, 344022","47.229718,39.727594","47.229764,39.727706"
"ФКУ СИЗО-2 ГУФСИН России по Ростовской области | Ростовская область","ул. Ленина, д.175, город Таганрог, Ростовская область, Россия, 347910","47.241183,38.904415","47.229525,38.906718"
"ФКУ СИЗО-3 ГУФСИН России по Ростовской области | Ростовская область","Украинская ул., д.1, город Новочеркасск, Ростовская область, Россия, 346408","47.396746,40.076025","47.396702,40.075992"
"ФКУ СИЗО-4 ФСИН России | Ростовская область","Большая Садовая ул, зд. 31, город Ростов-на-Дону, Ростовская область, Россия, 344082","47.219638,39.70532","47.219557,39.703874"
"ФКУ СИЗО-4 УФСИН России по Ростовской области | Ростовская область","п. Кирпичный, г. Шахты, Ростовская область, Россия, 346519","47.75855,40.194371","47.749159,40.203472"
"ФКУ СИЗО-5 ГУФСИН России по Ростовской области | Ростовская область","Тоннельная ул., д.4, город Ростов-на-Дону, Ростовская область, Россия, 344064","47.257156,39.686487","47.257525,39.686177"
"пгт. Центральный | ФКУ «ИК № 1 УФСИН России по Рязанской области»","пос. Центральный, Милославский район, Рязанская область, Россия, 391793","53.6768,39.626919","53.674516,39.625208"
"Рязань | ФКУ «ИК № 2 УФСИН России по Рязанской области»","1-я Красная ул., д. 20, город Рязань, Рязанская область, Россия, 390043","54.643821,39.681001","54.644244,39.682521"
"Скопин | ФКУ «ИК № 3 УФСИН России по Рязанской области»","Октябрьский мкр, город Скопин, Рязанская область, Россия, 391846","53.790078,39.479099","53.78955,39.477175"
"п. Комсомольский | ФКУ «КП № 4 УФСИН России по Рязанской области»","пос. Комсомольский, Скопинский район, Рязанская область, Россия, 391847","53.748424,39.44546","53.819301,39.379375"
"с. Клекотки | ФКУ «ИК № 5 УФСИН России по Рязанской области»","Скопинский район, село Клекотки, Рязанская область, Россия, 391825","53.882583,38.871609","53.881043,38.863706"
"Стенькино | ФКУ «ИК № 6 УФСИН России по Рязанской области»","Рязанский район, поселок Стенькино, Рязанская область, Россия, 390506","54.54067,39.727183","54.53763,39.729485"
"ФКУ СИЗО-1 УФСИН России по Рязанской области | Рязанская область","Первомайский пр-кт, д. 27 б, город Рязань, Рязанская область, Россия, 390013","54.627681,39.723717","54.62771,39.723699"
"Новокуйбышевск | ФКУ «ИК № 3 УФСИН России по Самарской области»","Вторая Промышленная ул., д.8, город Новокуйбышевск, Самарская область, Россия, 446200","53.072691,49.897418","53.072042,49.896931"
"п. Волжский | ФКУ «ИК № 10 УФСИН России по Самарской области»","ул. Заводская, д. 46, пгт Волжский, Красноярский район, Самарская область, Россия, 446394","53.44053,50.094838","53.440495,50.09492"
"Самара | ФКУ «ИК № 15 УФСИН России по Самарской области»","Утевская ул., д.18а, город Самара, Самарская область, Россия, 443047","53.13229,50.105148","53.131098,50.102942"
"с. Спиридоновка | ФКУ «ИК № 26 УФСИН России по Самарской области»","Советская ул., участок 1д;, Волжский район, село Спиридоновка, Самарская область, Россия, 443527","52.975219,50.290924","53.105579,50.64353"
"с. Рождествено | ФКУ «ИК № 28 УФСИН России по Самарской области»","Волжский район, село Рождествено, Самарская область, Россия, 443541","53.230688,50.0497","53.228924,50.060461"
"Тольятти | ФКУ «ИК № 29 УФСИН России по Самарской области»","Хрящевское ш., д.5, город Тольятти, Самарская область, Россия, 445004","53.573648,49.347158","53.574508,49.346246"
"Самара | ФКУ «ЛИУ № 4 УФСИН России по Самарской области»","Заводское ш., д.15 а, город Самара, Самарская область, Россия, 443022","53.185243,50.219339","53.184801,50.219741"
"ФКУ СИЗО-1 УФСИН России по Самарской области | Самарская область","Садовый пр-д, д. 22, город Самара, Самарская область, Россия, 443022","53.193736,50.265258","53.19379,50.265816"
"ФКУ СИЗО-2 УФСИН России по Самарской области | Самарская область","ул. Хлебцевича, д.1, город Сызрань, Самарская область, Россия, 446010","53.176492,48.476266","53.176458,48.477414"
"ФКУ СИЗО-4 УФСИН России по Самарской области | Самарская область","Хрящевское ш., влд 3, город Тольятти, Самарская область, Россия, 445043","53.567628,49.347661","53.574899,49.344477"
"Энгельс | ФКУ «ИК № 2 УФСИН России по Саратовской области»","Функциональный пр-д, д.14, город Энгельс, Саратовская область, Россия, 413116","51.457632,46.127787","51.458279,46.128598"
"Пугачев | ФКУ «ИК № 4 УФСИН России по Саратовской области»","тер. Карьер МВД, город Пугачев, Саратовская область, Россия, 413724","52.010277,48.810436","51.99067,48.769851"
"Вольск | ФКУ «ИК № 5 УФСИН России по Саратовской области»","город Вольск, поселок Видим-12, Саратовская область, Россия, 412900","52.049708,47.369227","52.082814,47.3652"
"станция Паницкая | ФКУ «ИК № 7 УФСИН России по Саратовской области»","ул. Мира, д. 32, ст. Паницкая, Красноармейский район, Саратовская область, Россия, 412813","51.182929,45.498929","51.173129,45.501385"
"Саратов | ФКУ «ИК № 10 УФСИН России по Саратовской области»","Сокурский тракт, зд. 57, город Саратов, Саратовская область, Россия, 410000","51.632586,45.937382","51.65897,45.90551"
"Энгельс | ФКУ «ИК № 13 УФСИН России по Саратовской области»","Функциональный пр-д, д. 8, город Энгельс, Саратовская область, Россия, 413116","51.462482,46.127963","51.462617,46.127762"
"Саратов | ФКУ «ИК № 33 УФСИН России по Саратовской области»","п. Елшанка, г. Саратов, Саратовская область, 410086","51.606332, 45.909121","51.606332,45.909121"
"с. Усть-Золиха | ФКУ «КП № 11 УФСИН России по Саратовской области»","Заречная ул, д. 4, Красноармейский р-н, с Усть-Золиха, Саратовская область, Россия, 412817","50.973321,45.54527","50.973552,45.546516"
"Балашов | ФКУ «ЛИУ № 3 УФСИН России по Саратовской области»","Саратовское ш., д.1, город Балашов, Саратовская область, Россия, 412304","51.544838,43.226456","51.543209,43.222161"
"ФКУ СИЗО-1 УФСИН России по Саратовской области | Саратовская область","ул им Кутякова И.С., д. 105, город Саратов, Саратовская область, Россия, 410012","51.540149,46.014602","51.540363,46.013362"
"Балашов | ФКУ «Тюрьма УФСИН России по Саратовской области»","ул. Уральская, д. 17, г. Балашов, Саратовская область, Россия, 412315","51.53949,43.136834","51.539652,43.136444"
"Якутск | ФКУ «ИК № 1 УФСИН по РСЯ»","ул. Очиченко, д. 25, г. Якутск, Республика Саха (Якутия), Россия, 677004","62.078019,129.766539","62.079447,129.768147"
"ФКУ СИЗО-1 УФСИН России по Республике Саха (Якутия) | Республика Саха (Якутия)","ул Якова Петерса (Марха Мкр.), д.1, город Якутск, Республика Саха (Якутия), Россия, 677901","62.115023,129.734383","62.114167,129.731298"
"Южно-Сахалинск | ФКУ «ИК № 1 УФСИН по Сахалинской области»","Пограничная ул, д. 71, город Южно-Сахалинск, Сахалинская область, Россия, 693008","46.943154,142.722091","46.94318,142.722149"
"ФКУ СИЗО-1 УФСИН России по Сахалинской области | Сахалинская область","пр-кт Мира, д. 193, город Южно-Сахалинск, Сахалинская область, Россия, 693007","46.948762,142.743278","46.948612,142.743386"
"Екатеринбург | ФКУ «ИК № 2 ГУФСИН России по Свердловской области»","ул. Малышева, д. 2б, город Екатеринбург, Свердловская область, Россия, 620014","56.831261,60.580066","56.831231,60.580182"
"Нижний Тагил | ФКУ «ИК № 5 ГУФСИН России по Свердловской области»","ул. Шевченко, д.6, город Нижний Тагил, Свердловская область, Россия, 622005","57.939668,60.028294","57.939351,60.028464"
"Нижний Тагил | ФКУ «ИК № 6 ГУФСИН России по Свердловской области»","ул. Западная д. 3 А, г. Нижний Тагил, Свердловская область, 622042","57.934674, 59.971708","57.934674,59.971708"
"Екатеринбург | ФКУ «ИК № 10 ГУФСИН России по Свердловской области»","Монтерская ул., д. 5, город Екатеринбург, Свердловская область, Россия, 620085","56.782429,60.619928","56.78204,60.621091"
"Нижний Тагил | ФКУ «ИК № 13 ГУФСИН России по Свердловской области»«Красная утка»","ул. Кулибина, д. 61, г. Нижний Тагил, Свердловская область, Россия, 622013","57.900588,60.015351","57.901508,60.01454"
"п. Привокзальный | ФКУ «ИК № 53 ГУФСИН России по Свердловской области»","ул Свободы, д. 22, Верхотурский район, поселок Привокзальный, Свердловская область, Россия, 624391","58.875833,60.729444","58.893279,60.741025"
"Новая Ляля | ФКУ «ИК № 54 ГУФСИН России по Свердловской области»","ул Бажова, д. 89, Новолялинский район, город Новая Ляля, Свердловская область, Россия, 624400","59.06509,60.57711","59.065172,60.576939"
"Первоуральск | ФКУ «КП № 66 ГУФСИН России по Свердловской области»","город Первоуральск, деревня Старые Решёты, Свердловская область, Россия, 623141","56.848568,60.245467","56.848434,60.245595"
"ФКУ СИЗО-1 ГУФСИН России по Свердловской области | Свердловская область","ул. Репина, д.4, город Екатеринбург, Свердловская область, Россия, 620019","56.830533,60.578069","56.831566,60.577756"
"ФКУ СИЗО-2 ГУФСИН России по Свердловской области | Свердловская область","ул. Кирова, д.29а, город Ирбит, Свердловская область, Россия, 623856","57.687978,63.054353","57.688029,63.054519"
"ФКУ СИЗО-4 ГУФСИН России по Свердловской области | Свердловская область","ул. Урицкого, д.16 б, город Камышлов, Свердловская область, Россия, 624860","56.848921,62.700522","56.848921,62.70052"
"ФКУ СИЗО-5 ГУФСИН России по Свердловской области | Свердловская область","Елизаветинское ш., д.19, город Екатеринбург, Свердловская область, Россия, 620024","56.764651,60.626166","56.764664,60.62623"
"ФКУ СИЗО-1 УФСИН России по Республике Северная Осетия – Алания | Республика Северная Осетия","проспект Коста, д. 205, г. Владикавказ, Республика Северная Осетия — Алания, Россия, 362020","43.033213,44.665431","43.033224,44.66544"
"ФКУ СИЗО-6 ФСИН России | Республика Северная Осетия","ул. Мордовцева, д. 6, город Владикавказ, Республика Северная Осетия — Алания, Россия, 362040","43.023783,44.684002","43.023799,44.68399"
"п. Вадино | ФКУ «ИК № 2 УФСИН России по Смоленской области»","Сафоновский район, поселок Вадино, Смоленская область, Россия, 215520","55.261459,33.249286","55.258002,33.255794"
"Сафоново | ФКУ ИК-3 УФСИН России по Смоленской области","ул Шахта-3, Сафоновский район, город Сафоново, Смоленская область, Россия, 215503","55.147811,33.220799","55.106057,33.23798"
"ФКУ СИЗО-1 УФСИН России по Смоленской области | Смоленская область","пр-кт Гагарина, д.16, город Смоленск, Смоленская область, Россия, 214018","54.770593,32.04634","54.770157,32.044676"
"Смоленская ПБСТИН","ул Карла Маркса, д. 71, Сычевский район, город Сычевка, Смоленская область, Россия, 215280","55.821053,34.263754","55.820152,34.262275"
"с. Кочубеевское | ФКУ «ИК № 1 УФСИН России по Ставропольскому краю»","П/С Западный ул, зд. 16, Кочубеевский р-н, с Кочубеевское, Ставропольский край, Россия, 357000","44.66072,41.854086","44.685492,41.823844"
"с. Кочубеевское | ФКУ «ИК № 2 УФСИН России по Ставропольскому краю»","Станционная ул, двлд. 11, Кочубеевский р-н, с Кочубеевское, Ставропольский край, Россия, 357000","44.674476,41.832414","44.675872,41.824284"
"с. Краснокумское | ФКУ «ИК № 3 УФСИН России по Ставропольскому краю»","Левобережная ул, д. 19, Георгиевский район, село Краснокумское, Ставропольский край, Россия, 357834","44.214948,43.506941","44.217476,43.516899"
"х. Дыдымкин | ФКУ «ИК № 6 УФСИН России по Ставропольскому краю»","ул. Тивилева, д.2, Курский район, хутор Дыдымкин, Ставропольский край, Россия, 357871","43.939974,44.840825","43.940937,44.838258"
"Зеленокумск | ФКУ «ИК № 7 УФСИН России по Ставропольскому краю»","Почтовая ул, зд. 78, Советский район, город Зеленокумск, Ставропольский край, Россия, 357910","44.412596,43.894106","44.411833,43.901396"
"Ставрополь | ФКУ «ИК № 11 УФСИН России по Ставропольскому краю»","город Ставрополь, Ставропольский край, Россия, 355000","45.034229,42.030059","45.043317,41.96911"
"ФКУ СИЗО-1 УФСИН России по Ставропольскому краю | Ставропольский край","пл Воровского, д. 6, город Ставрополь, Ставропольский край, Россия, 355002","45.031857,41.966332","45.031833,41.966353"
"ФКУ СИЗО-2 УФСИН России по Ставропольскому краю | Ставропольский край","Теплосерная ул, д. 123, город Пятигорск, Ставропольский край, Россия, 357502","44.038695,43.097104","44.038759,43.097008"
"Тамбов | ФКУ «ИК № 1 УФСИН России по Тамбовской области»","Мичуринская ул, д. 57, город Тамбов, Тамбовская область, Россия, 392000","52.738254,41.440745","52.737738,41.439194"
"п. Зеленый | ФКУ «ИК № 3 УФСИН России по Тамбовской области»","Центральная ул, д. 6, Рассказовский район, поселок Зелёный, Тамбовская область, Россия, 393265","52.713793,42.01369","52.716997,42.014592"
